SouthernAshCas CNN 1
608Drew TheEllenShow 1
The13th_Ghost David_Diskin 1
DerickMynatt POTUS 1
_JuJu_Anderson TheEllenShow 1
raishussin nytimes 1
letterstolocke nytimes 1
yawningoakley joshuadun 1
Spectre1911 POTUS 1
EelPieLtd hillaryforum 1
arnhemboy026 YouTube 1
daystumblelog nytimes 1
willekes_rob TimmermansEU 1
Isacbae TheEllenShow 1
Gladvillain CNN 1
parkercheney JonathanDZapeta 1
avefenix1420vc CNN 2
sam_kissel nytimes 1
LowellLydia nytimes 1
AlaskaYog POTUS 1
stesfamariam POTUS 1
serenegednelle TheEllenShow 1
longshipdriver ShareThis 1
jdmcnamara DonaldBlackmore 1
jennierinnn nytimes 1
Oldlady12345 CNN 1
Oldlady12345 cnnbrk 1
Oldlady12345 andersoncooper 1
Oldlady12345 POTUS 1
peeco19 TheEllenShow 2
TheLaw1_ POTUS 1
ohiomail ShareThis 4
ohiomail nytimes 3
ohiomail POTUS 1
RichFiege ShareThis 1
RichFiege POTUS 1
roccopeppers CNN 1
ChrisHoneycutt CornerstoneSC 1
barbarab1833 nytimes 1
A_ANIQUEST BarackObama 1
OFFICIA1Dante Sia 1
kay_ann2795 TheEllenShow 1
AuslandRuss POTUS 1
superangryspice chilltown3445 1
SayakaYmev CNN 3
SayakaYmev nytimes 5
macelibu POTUS 1
BGraceful nytimes 1
farmboylogic nytimes 1
PMgeezer CNN 1
PMgeezer cnnbrk 1
sportbikeguy00 CNN 2
Tyler_Bendrick POTUS 1
BKells8 nytimes 1
sylvia_stein07 facebook 1
fannytrue katyperry 4
Gus_802 nytimes 1
Maggyw519 nytimes 1
muisje_rm TimmermansEU 1
settledownkids6 TheEllenShow 1
helovesbey CNN 1
cooolStoryHoe_ CNN 1
JessieSwr nytimes 1
METWBS Sia 1
PauIRob BarackObama 1
Kamikaze_98 POTUS 1
laexpresiondemn POTUS 1
gigi355 CNN 1
Tizzie_Lizzie TheEllenShow 1
irlhentaigirl CNN 1
fcostephen katyperry 9
citznx joshuadun 1
gtbze nytimes 1
Organjbhm CNN 2
Allecia13 jeff686 1
mayaj nytimes 1
lovatopisei katyperry 1
carlsemmes CNN 1
BikoVita UN 1
BikoVita POTUS 1
KimberlyGrrdl PrinceRoyceDijo 1
EHGirl98 POTUS 1
chris4959 ShareThis 1
Ma3bach CNN 4
Politburo_Spy POTUS 1
HeatherMestad POTUS 1
nelotpal nytimes 1
adi_tamal katyperry 1
bentrijal KingSalman 2
bentrijal UN 3
Benny_Khoo nytimes 1
ShootTheHead aboutdocsguide 1
ShootTheHead Esai_Morales 1
Im2old4thisship bIoach 1
JAPITTER BarackObama 1
marklangford ShareThis 1
mjgranger1 POTUS 1
kevskinny CNN 1
MWL4 CNN 1
hoIiestdevonne aliens 1
jpvivier POTUS 1
JennieBRUTAL nytimes 1
xr4fun Sia 1
ElviscNnanna UN 1
sunsmuggler nytimes 1
bayoeleolaju POTUS 1
PopsRT ShareThis 1
PopsRT Pieter_Gericke 1
millergirlsrock nytimes 1
illiya1990 YouTube 1
STL_Blonde twtrav 1
SanaWoodby nytimes 1
y_giuli nytimes 1
sib_howell POTUS 1
DenunciasDelTuy POTUS 1
gayboydrama_ AstroGOW 1
wincurvybros joshuadun 1
mightymitchell1 POTUS 2
obligatoryasian POTUS 1
BrajkovicDb CNN 1
YOURLUXO katyperry 1
christi22453182 POTUS 1
jairitoalvarez nytimes 1
mikeytvjonez Sia 1
JacMjc7268 CNN 1
Angelwings55sc POTUS 2
ThePantau POTUS 1
darlsmith33 nytimes 1
skedag nytimes 1
dangergant nytimes 1
sirenpanic jacksfilms 1
lopinweapon Pieter_Gericke 1
28Stinni aliens 1
yocharlieman nytimes 1
thegrantyoung CNN 1
VoteMuck ShareThis 2
VoteMuck nytimes 3
VoteMuck POTUS 1
walterbiscardi nytimes 1
lucapabluciano BarackObama 1
Sir_Baskerville nytimes 1
SaqibIslam POTUS 1
PieroAvv CNN 1
maddiepolar nytimes 1
allthenews7 CNN 1
allthenews7 nytimes 9
eskandar303 nytimes 1
marosa_lopez CNN 1
_lupeeo aliens 1
Pablo_Lopez1 nytimes 1
catchinqcookies joshuadun 1
neilswhite nytimes 1
thechicoleo nytimes 1
TumLoveIrene CNN 1
davilch POTUS 1
_sarahturner CNN 1
JoeKoffee ShareThis 1
Solutioneer72 Sia 1
Solutioneer72 WorleyDervish 1
RRFleischman POTUS 2
shawnsalner42 nytimes 1
howellaboutphil POTUS 2
ThinkFirst6 CNN 1
awanasghena_ katyperry 1
WESTERNRULES CNN 1
Zavosky44 Sia 1
tobyjack nytimes 1
nickhautman TheEllenShow 1
rnormfoto nytimes 1
REspinoza_audio nbcchuck 1
ImNotOfMars joshuadun 1
Karimi_Karen cnnbrk 1
philgathany nytimes 1
MarSub1 CNN 1
luixgario YouTube 1
libertybell1776 HouseGOP 1
libertybell1776 POTUS 1
bryceb DammitDacia 2
Anderkingdom_de katyperry 1
carolinetcaputo TheEllenShow 1
rivergirlsara nytimes 1
ilysmkatycat katyperry 4
RillyKewl nytimes 2
LKilloza TheEllenShow 1
piratesbooty86 APA 1
piratesbooty86 APAGradStudents 1
voronovmihail33 CNN 1
moeray5776 cnnbrk 1
musamusa4all CNN 1
jessicafewell1 APA 1
vikingthakkar POTUS 1
MargoDBeller POTUS 1
LuNPrince81 POTUS 1
R15E nytimes 1
SucatoValentino nytimes 2
kennyscott1952 Sia 1
tluvgolf POTUS 2
amzcon POTUS 1
globalsocialm2 Sia 1
globalsocialm2 and_is_w 1
fakenames864 showdedoncheto 1
fbd_felix katyperry 1
kyscass YouTube 1
GigiLs88 DonaldBlackmore 1
1216BJ POTUS 1
dineguy BarackObama 1
AlwaysPolitical USMC 1
la_karenlopez TheEllenShow 1
1crazystlgal TotalWine 1
Compositionista nytimes 1
SeanNewboy nytimes 1
Mr_Marolf USMC 1
KenanBlock BarackObama 1
BillHouck4 POTUS 1
Radiance_Cooper nytimes 1
yourfriendlyjoe ZANETWENTYONE 1
tanner_jd CNN 11
tanner_jd cnnbrk 1
tanner_jd POTUS 1
MattFercher CNN 1
pLaureng TheEllenShow 1
apaguinaldo7 nytimes 1
JasonsGrandpa opinionstage 3
JasonsGrandpa and_is_w 2
JasonsGrandpa Sia 1
JasonsGrandpa POTUS 1
danesforhillary PRconHillary 1
edmondoman POTUS 3
res0xhdb2 POTUS 2
res0xhdb2 BarackObama 1
rachitha360 nytimes 1
bensonandrew723 BarackObama 1
lyndyjay nytimes 1
RossGarrod CNN 1
58Bjh POTUS 1
KCFKaty katyperry 1
JournoGeoffZ nytimes 1
Usmanymahmud CNN 1
ErinAltieri nytimes 1
candicehelfandr CNN 1
AdamJ_Floyd BarackObama 1
aquaneesan CNN 1
KnowDaFacts POTUS 5
sluggoD54 Pieter_Gericke 1
sluggoD54 POTUS 1
sluggoD54 HouseGOP 1
Lanhamal CNN 1
MarGH_Agua nytimes 1
Don78358 POTUS 1
CarlaConant TheEllenShow 1
Big_Ty POTUS 1
SharmeenBukhari nytimes 1
hoosercharles58 nytimes 1
CAPgunsandcrime CNN 1
RepStevenSmith JustinTrudeau 1
kentwayne108 ShareThis 1
_jessicajustine TheEllenShow 1
dacosta0025 POTUS 2
JeSuisMystere CNN 1
VDSVoiceOvesr and_is_w 1
MtthewRubiin TulsiGabbard 1
sandwillbesand Sia 1
Pasco4Bernie TheEllenShow 1
lacharmejeanph1 nytimes 1
JoyCox88 bcox33555 1
walesalami nytimes 1
rightandbrown nytimes 1
AlessiaPavan BarackObama 1
mauriciod44 POTUS 1
ElviNichols CNN 1
ElviNichols nytimes 2
alaskarebel ShareThis 1
alaskarebel POTUS 1
rayrayc5 Pieter_Gericke 1
monzmonz AJStream 1
edmeyer_able ShareThis 1
zinser17 Sia 1
2ward4ward nytimes 1
lv665564 YouTube 1
adriaga05 nytimes 1
larrymc311 nytimes 1
38_milo ShareThis 1
38_milo HouseGOP 1
ABFrere97 nytimes 1
ootfwsb CNN 2
mercedespitarc1 TheEllenShow 1
JGraps CNN 1
Stevo_Johnson BarackObama 1
C_Bookkeeping_S nytimes 1
farrightgregy ShareThis 2
AndresHudsonKCB katyperry 1
lentilfurler Sia 2
ThereseRahmani POTUS 3
C4D4M5 POTUS 1
PoliticoPunditX POTUS 2
protista nytimes 1
wildwolffire67 POTUS 2
Amaka_Ekwo POTUS 1
Amaka_Ekwo UN 8
Amaka_Ekwo UKChange 1
kjcook1953 nytimes 1
Barbaramusic97 katyperry 1
emely_meyer TheEllenShow 1
DlWesley nytimes 1
HmaureenrR Sia 1
Keng78680436 nytimes 1
GeauxtohellLSU nytimes 1
GeauxtohellLSU POTUS 1
Lunalongmire Sia 1
lindseyk325 TheEllenShow 1
NicoleVbrooks cnnbrk 1
rolydesign nytimes 1
Jdub48170070 TheEllenShow 1
JoviSnr CNN 1
AnthonyFerzo POTUS 1
MyPresidentme POTUS 3
marthashafer nytimes 1
mariaEkite nytimes 1
KonohikiBritt POTUS 2
angelakissesu nytimes 1
angelakissesu POTUS 1
marielynino35 POTUS 1
DeidreHblogs CNN 1
laurenabarber CNN 1
caligirlprz nytimes 1
WinthropPoll POTUS 1
broadway700 nytimes 1
danwaltz313 and_is_w 1
wowindc POTUS 1
joshdhun joshuadun 1
A1wcc POTUS 1
dopelawson CNN 2
DrKatycat katyperry 1
PaolaMonge6 katyperry 1
SeamusC CNN 1
MYouncofskiG7S Sia 1
sam_herbig BarackObama 1
juangoodwinflo1 SpopovabgS 1
yamiletmmbrn YouTube 1
JunkoIio nytimes 1
jamesfloodiii POTUS 1
EvanMcSan POTUS 1
CalebTyrus CNN 1
beatrizlpy POTUS 1
danddsmum Gov_Martinez 1
Bapzangi Sia 1
haniainabox nytimes 1
Burn0321 BarackObama 1
politics_right CNN 1
GailCoastie BarackObama 1
reedforenglish nytimes 1
CardFool BeingLarryDavid 1
DaveGirton ShareThis 1
GuyLindaguy CNN 1
GuyLindaguy Pieter_Gericke 1
thedrtaylor Stephen_Smoot 1
AAntitheist nytimes 1
DebDash andersoncooper 1
iErgoSum CNN 1
lacattano nytimes 1
buzyntexas CNN 1
polibiobatista nytimes 1
VXCES_VXRTUES joshuadun 1
Jeanett76387117 nytimes 1
Akemm2Annette RickWilsonMP 1
danielgriffin81 CNN 1
Jessica_mannin POTUS 1
rwwonwheels CNN 1
Wade_in_America Sia 1
_armando_roman CNN 1
xxmandiax katyperry 1
Reggie_Abraham ClaflinUniv1869 1
JeffKuznick MikeBloomberg 1
johngwade51 POTUS 1
americag1010 POTUS 2
Star_Quise_Mav BarackObama 1
NancyJeanMc POTUS 1
0u812B nytimes 2
0u812B cnnbrk 1
KiizaPison CNN 1
StevenStreets CNN 1
StevenStreets POTUS 1
ZAdmani CNN 1
missliberties ShareThis 5
kennyplan HouseGOP 1
rsheitz GovWalker 1
sushere45 jonmeacham 1
sushere45 nytimes 1
RubinReport sternshow 1
_newyorkshitty nytimes 1
MizLaura18 nytimes 1
Gingespiration CNN 1
WeTheNorth11 BarackObama 1
humespike BarackObama 1
AustinBC18 nytimes 1
BarefootCampus USMC 1
Dollfinish nytimes 1
mikeymac26 teamstream 1
jcnumb katyperry 1
Juhkobi CNN 1
stormscan CNN 1
dineshpanna2 PDChina 1
TonyMills42 BarackObama 1
doyle1020 nytimes 1
TAGuthrie HouseGOP 1
jeanguisnel nytimes 1
melanieg94 nytimes 1
Keniatooturnt TheEllenShow 1
Hector_Jill TheEllenShow 1
alhawiti6 UN 1
alhawiti6 KingSalman 1
Ideal_Views ShareThis 2
oldbaldeagle CNN 1
Arantza66 nytimes 1
STRONG_OPED DonaldBlackmore 1
STRONG_OPED Pieter_Gericke 1
MPocaterra1 nytimes 1
RodrigoLeonpz ClarkGoldband 1
SerpicoFrancesc BarackObama 1
katiecouric POTUS 1
aajeel_dars nytimes 1
AmericaNextExit POTUS 2
Raluca_Florea nytimes 1
3sportstar RandallMincy80 1
PPresgrave Sia 1
Alvarez_Zero3 CNN 1
bl4ckhawks TheEllenShow 1
bollybanty1 CNN 1
KingDavidVII POTUS 1
greta_anderson nytimes 1
alneuhauser POTUS 1
vcmeamaya CNN 1
dodgyinformer POTUS 1
KatabreKuika POTUS 1
1973_iftikhar BarackObama 1
Eleny459 nytimes 1
notiven THISIS 1
DemocratsInSwe Sia 1
feministroian aliens 1
myachingheartt TheEllenShow 1
jbbjoan nytimes 1
ndudi_ogamba UN 1
marymoneyconway dumb_lilbear 1
ryansimonee CNN 1
rocketgirlblast bigpoppo 1
FergReturns POTUS 1
jlspoker29 Sia 1
CostedoatD POTUS 1
justJaquoia CNN 1
Chucktv2 nytimes 1
AAlkendi BarackObama 1
elcorchoCPC nytimes 1
pierresplace49 POTUS 1
LiveBetsOnline cnnbrk 1
Jstone119Sandra nytimes 1
carolynwright42 Sia 1
ursogayVEVO katyperry 8
Human66234987 UN 1
Human66234987 POTUS 1
SonnyJason2 CNN 1
ray_aub andersoncooper 1
lisalac68 nytimes 1
MtnColoradoLady ShareThis 1
graceslick77 ShareThis 2
graceslick77 POTUS 3
graceslick77 UniteBlueVA 1
Santroviola TiwaSavageNG 2
maniyelenti nytimes 1
FinnofTheShire CNN 1
kppotatoes ShareThis 1
vossvero nytimes 1
Bohoover krauthammer 1
SamuelLimneos Sia 1
SamuelLimneos and_is_w 1
JamesBazan nytimes 1
gotwool ShareThis 1
gotwool POTUS 1
Iamnewhere nytimes 1
ElaineLAngel77 charlierose 1
SydSaysItIsTime nytimes 1
TychoWolf nytimes 1
KELLS1FAN12 TheEllenShow 1
AVCInvest CNN 2
SciFiGeek44 YouTube 1
3rdGenFosterDad SenSchumer 1
bell_taj CNN 1
Tracy_Keonne CNN 4
iAmNotDiddyNBA CNN 1
iAmNotDiddyNBA TheEllenShow 1
niurkostov Rommina 1
mark_popovich TheEllenShow 1
andreaargentina nytimes 2
Robert_Flatters cnnbrk 1
mcofdayear2002 ShareThis 2
meluotisploprte CNN 1
sirjassimda4th nytimes 1
waynesmith1971 CNN 1
Dry_Observer POTUS 1
perryskitty katyperry 1
bas_01 nytimes 1
Kimberly_Canete HouseGOP 1
camilacxrrasco natygarciaaa 1
vonzion POTUS 2
yousseine nytimes 1
raymanven POTUS 1
anthony5505 Sia 2
NiamaThomas nytimes 1
Paratisi ShareThis 1
atsbsr nytimes 1
sorycld POTUS 1
EbereUzuegbu POTUS 1
q4400financial ShareThis 1
hwoodbuttcraic joshuadun 1
cascamike nytimes 1
hichambouhendah SweMFA 1
jendor_ski CEDickson 1
IAintASpy JustinTrudeau 4
Rcm62Rocio123 katyperry 3
JesusJRamosCol1 sexyyboy_ 1
StumpStumpStump GovWalker 1
mcmillian_shawn UN 1
mcmillian_shawn POTUS 1
SkoorcProducts adelsteinPaul 1
brian_ecuador nytimes 1
Tk237M POTUS 1
us_insider nytimes 1
Ericayea AnthonyCRaymond 1
llmk100_larry HouseGOP 1
llmk100_larry POTUS 2
patriotism102 ShareThis 2
teddyschleifer DavidPolyansky 1
DALLELamy FrackFreeFarm 1
DALLELamy alainjuppe 1
butch_dan DonaldBlackmore 1
michikokakutani nytimes 1
twinstumps joshuadun 1
JeffersonObama nytimes 1
andresgxrcia_ JustinTrudeau 1
Hussiennotusain CNN 1
rmj_rosa POTUS 18
johnnyt74 HouseGOP 1
dannysimongo nytimes 1
ThorensLouison ugroux 1
DeZines3 HouseGOP 1
PitbullIsKing CNN 1
MyWw4cash krauthammer 1
ottersongs POTUS 1
surfingawake nytimes 1
whoserick POTUS 1
GHOST25_1984 katyperry 1
suaveadonis TulsiGabbard 1
allie_zerofux nytimes 1
soultaurean Sia 1
KiniAlohaGuy charlierose 2
liv_freely nytimes 1
KATHERYNDIAMOND katyperry 8
FaireComments POTUS 1
AlanRumi2552 Sia 1
Stephe96 CNN 1
NathanEmpsall BarackObama 1
GlezBibi CNN 1
Casildaestaaqui ShareThis 1
millertomg nytimes 1
jcworld CNN 1
Deb_Hitchens CCriadoPerez 1
theofficialza cnnbrk 1
BAgrl4evr nytimes 1
jackiedlaherran nytimes 1
ancientrome44 michdoh1978 1
MikeHillfl Sia 1
MikeHillfl POTUS 1
ShaneRS307 nytimes 1
daltontaylrr elizabethwrayy 1
clark7950 facebook 1
nafi9918 nytimes 1
1962rafa CNN 1
beacham_caley CNN 1
Jon_Delperdang nytimes 1
JoMadRam ShareThis 2
PAWarnhoff POTUS 4
LegalMinefield johnlewis 1
KateSherrill nytimes 1
Supermike72 SheaVanHoy 1
JNkeramigambi nytimes 1
1OverJordan24 POTUS 1
hypocrazy104 POTUS 3
SecondChanceVT andersoncooper 1
SecondChanceVT TheEllenShow 2
Masked_Liberal POTUS 1
mendomar012 YouTube 1
romeo_tarhan nytimes 1
rdhillphx MoniqueHohnberg 1
J_Schwitty BarackObama 1
veliz_l nytimes 1
veliz_l MikeFor35319087 1
OctopusRiftBot CNN 1
chrislee733 nytimes 1
chanelaron nytimes 1
I_NoahGuy_knows nytimes 1
VianeyRivera7 charlierose 1
MahamanMadani CNN 1
marcus_adams66 nytimes 1
KellyVsFloyd CNN 1
_Jumpman_Jam_33 Sia 1
arwisebooks andersoncooper 1
CynicalParadox Sia 1
LibertyNow10 Pieter_Gericke 1
ColangeloDelia BarackObama 1
Micardi_limon Tweitz_ 1
TWITTchikee_1 POTUS 1
30secondlife POTUS 1
Branden_Bishop CNN 2
Only4RM nytimes 1
syed32701 POTUS 6
asjy6dtasyfu3j1 keithellison 1
shreenathsingh1 BarackObama 1
nikki_carman CNN 1
sabresnut69 YouTube 1
LordDaves jadyngilson 1
adam_babica POTUS 1
usernametaken93 nytimes 1
zackchilds ShareThis 1
jeannie_00 TheEllenShow 1
demmbarbie CNN 1
arendellx YouTube 1
richiebricks99 nytimes 1
anaizpaulanar nytimes 1
christhekaufman nytimes 1
christhekaufman BarackObama 1
lacedigenius CNN 1
Bagasummit POTUS 1
bluedillygal ShareThis 1
frankthomas05 keithellison 1
MajorBrazzers charlierose 1
K_M_C_90 JustinTrudeau 1
NadiasLens nytimes 1
PrepDerp YouTube 2
Variety Sia 1
143colleen YouTube 1
jocoly nytimes 1
hilaryisaac nytimes 1
johnbdem Slugocki 1
ovarah_glorious CNN 1
RalphSchiano charlierose 1
KnialSaunders joshuadun 1
KevinSmalls9 POTUS 1
lyndonhood CNN 1
HamzeiAnalytics POTUS 1
OzlemYilhan CNN 1
CannaPublishers POTUS 1
MortgageReport charlierose 1
valerieannagnes nytimes 1
GreedyPatriots SenatorRisch 1
Buang_03 BarackObama 1
iinvolvidable every 1
Newsplanet247 nytimes 8
cinmann1 POTUS 2
Murcy_Black katyperry 1
Bridge_B BarackObama 1
gevorgarab nytimes 1
Carolina0231232 katyperry 1
Texans4Bernie CNN 1
thomkiraly degronaimalmo 1
TRUMPHIANT2016 RealDonalTrump 1
stayceann nytimes 1
ggpotter SpelmanCollege 1
tpriest1992 CNN 1
workbench59 CNN 1
workbench59 nytimes 1
Rousan2k1 POTUS 1
YnotBro POTUS 1
Latinos4Trump16 Sia 1
Crown_Cardinal UN 1
selahvtoday POTUS 1
MariaLRomeo TheEllenShow 1
StaceySmiricky POTUS 1
Richi_Toth CNN 1
Urbaniters CNN 1
Urbaniters nytimes 3
XiaYeliang nytimes 1
PatriotBrother POTUS 1
KhalidAlzanki BuYousef 1
MinnsLawFirm TexasAFP 1
ummact Sia 1
DeborahFfrench nytimes 1
mrbw1 nytimes 1
capflowwatch POTUS 2
LarryMa96893912 POTUS 1
Kat4Obama BarackObama 1
fontbos nytimes 1
ezejensen POTUS 1
AccuracyInMedia POTUS 1
NJMike319 keithellison 1
NJMike319 HouseGOP 2
NJMike319 POTUS 1
NJMike319 OpenBordersInfo 1
Wallenrod007 ShareThis 2
luishincapie20 POTUS 1
glorytooneking POTUS 1
djkishita CNN 1
electrcshepherd nytimes 1
anandacvlcnt katyperry 8
ChrisVarcoe BarackObama 1
shashashasha marcia_lee 1
dianesglaz23 leo 1
Michael6395951 DonaldBlackmore 1
Michael6395951 Sia 1
Michael6395951 SenatorSessions 3
AdolfoxChecos nytimes 1
chelledaddy ShareThis 1
epm357 POTUS 1
Allaunira nytimes 1
HunterEMullins USMC 1
Oliverr__ cnnbrk 1
ayymiPAPITO GermanyDiplo 1
kaptirahayu BarackObama 1
AdGiantr and_is_w 1
pacuse POTUS 1
RouzesRose2 katyperry 1
Reaper3232Ryan TheEllenShow 1
Latinos4Bernie TheEllenShow 1
nadee7863017384 BarackObama 1
KJJanssen2 charlierose 1
DankMindHippie JustinTrudeau 1
aylenfans katyperry 3
curtismuddog Sia 2
curtismuddog and_is_w 1
oceanshaman POTUS 1
jordan_flemming TheEllenShow 1
KohrAndrew ShareThis 1
KohrAndrew nytimes 1
KohrAndrew POTUS 1
Egypt_Exodus nytimes 1
alhaiatmadrasah UN 1
Lil_Foreign_ aliens 1
Francis23680356 CNN 1
Francis23680356 Sia 1
eFeBeRe Skamilo 1
belieber_leman TheEllenShow 1
AoNaga1 CNN 1
mahoulove nytimes 1
